id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
Post Malone|||That’s It|||89|||4,Post Malone,That’s It,"Uh, bitches walkin' down the steps
Turn the front lights off, got a blunt all to myself
No, I don't want all this shit to get too deep
But listen, baby, there ain't no shit with you and me
No ""you and me,"" no",Post Malone|||That’s It|||89,4,annoyance,disapproval,anger,"[{'label': 'neutral', 'score': 0.573060929775238}, {'label': 'annoyance', 'score': 0.2235497087240219}, {'label': 'disapproval', 'score': 0.17586608231067657}, {'label': 'anger', 'score': 0.06379994004964828}, {'label': 'approval', 'score': 0.026217272505164146}, {'label': 'realization', 'score': 0.009069927036762238}]"
Post Malone|||That’s It|||89|||5,Post Malone,That’s It,"She don't want a thing, I don't want a thing
She come over, pop a couple beans
And that's it, and that's it, ayy
She don't want a thing, I don't want a thing
She come over, pop a couple beans
And that's it, and that's it
And that's it
<\Lyric>```",Post Malone|||That’s It|||89,5,annoyance,disapproval,approval,"[{'label': 'neutral', 'score': 0.9533940553665161}, {'label': 'annoyance', 'score': 0.019869668409228325}, {'label': 'disapproval', 'score': 0.010158024728298187}, {'label': 'approval', 'score': 0.008448171429336071}, {'label': 'disappointment', 'score': 0.007421351037919521}, {'label': 'anger', 'score': 0.005429139360785484}]"
Post Malone|||Boy Bandz|||90|||0,Post Malone,Boy Bandz,"```
<Artist name> Post Malone <\Artist>
<Song title> Boy Bandz <\Song title>
<Lyric> 
I got *NSYNC dancing on my neck
And these Cubans cost a motherfucking check
Got boy bands like I'm Lance Bass
So pretty lil momma come away
(Come my way, come my way, come my way)
Baby bye bye bye
Baby bye bye bye
I got *NSYNC dancing on my neck
And these Cubans cost a motherfucking check
Got boy bands like I'm Lance Bass
Pretty lil momma come my way
(Come my way, come my way, come my way)",Post Malone|||Boy Bandz|||90,0,excitement,annoyance,anger,"[{'label': 'neutral', 'score': 0.4152095317840576}, {'label': 'excitement', 'score': 0.07397216558456421}, {'label': 'annoyance', 'score': 0.06256544589996338}, {'label': 'anger', 'score': 0.05944516137242317}, {'label': 'joy', 'score': 0.04196549579501152}, {'label': 'admiration', 'score': 0.039002612233161926}]"
Post Malone|||Boy Bandz|||90|||1,Post Malone,Boy Bandz,"I got *NSYNC dancing on my neck
And these Cubans cost a motherfucking check
Got boy bands like I'm Lance Bass
Pretty lil momma come my way
I got N'Sync dancing on my neck
And these Cubans cost a motherfucking check
Got boy bands like I'm Lance Bass
Pretty lil momma come my way",Post Malone|||Boy Bandz|||90,1,annoyance,anger,excitement,"[{'label': 'neutral', 'score': 0.5771640539169312}, {'label': 'annoyance', 'score': 0.08993878960609436}, {'label': 'anger', 'score': 0.079023577272892}, {'label': 'excitement', 'score': 0.0335056409239769}, {'label': 'joy', 'score': 0.027572033926844597}, {'label': 'amusement', 'score': 0.016637908294796944}]"
Post Malone|||Boy Bandz|||90|||2,Post Malone,Boy Bandz,"Ayy
Young motherfucker swing my gold
Everybody act like they know
Everybody want to do the most
I don't do Balmain no more
And tell that motherfucker pour more
I spill ghost blood on my coat
Might rock Moncler when I'm cold
Goddamn that's a whole 'lotta dough
Got them Backstreet Boys, ayy
Lot of chains but I swear I ain't ever change
And I might pull up in a Mercedes
With 16 gold teeth in my face
And you know if I want it, I'ma get it
And if I owe you something, I'ma pay it
If you want to say something, then say it
If you want to try the jewels, make my day",Post Malone|||Boy Bandz|||90,2,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.8134042024612427}, {'label': 'annoyance', 'score': 0.16788426041603088}, {'label': 'anger', 'score': 0.04023677483201027}, {'label': 'amusement', 'score': 0.009538515470921993}, {'label': 'approval', 'score': 0.009385560639202595}, {'label': 'optimism', 'score': 0.005670835264027119}]"
Post Malone|||Boy Bandz|||90|||3,Post Malone,Boy Bandz,"I got *NSYNC dancing on my neck
And these Cubans cost a motherfucking check
Got boy bands like I'm Lance Bass
So pretty lil momma come my way
<\Lyric>```",Post Malone|||Boy Bandz|||90,3,admiration,excitement,love,"[{'label': 'admiration', 'score': 0.5133618116378784}, {'label': 'neutral', 'score': 0.10941498726606369}, {'label': 'excitement', 'score': 0.07103528827428818}, {'label': 'love', 'score': 0.0503857247531414}, {'label': 'joy', 'score': 0.04781040549278259}, {'label': 'annoyance', 'score': 0.029059644788503647}]"
Post Malone|||Enough Is Enough|||91|||0,Post Malone,Enough Is Enough,"```
<Artist name> Post Malone <\Artist>
<Song title> Enough Is Enough <\Song title>
<Lyric> 
2 AM, they ran out of lemonade
So I shot that vodka straight, anyway
She came in, missin' bottle off the shelf
I can't drink this by myself, sit with me, babe
Then I started laughin'
Like it was funny, but it really ain't funny, uh",Post Malone|||Enough Is Enough|||91,0,amusement,joy,approval,"[{'label': 'amusement', 'score': 0.8577630519866943}, {'label': 'joy', 'score': 0.1616581231355667}, {'label': 'neutral', 'score': 0.07876645773649216}, {'label': 'approval', 'score': 0.01824214681982994}, {'label': 'realization', 'score': 0.012994875200092793}, {'label': 'annoyance', 'score': 0.01206793263554573}]"
Post Malone|||Enough Is Enough|||91|||1,Post Malone,Enough Is Enough,"Take me home, don't shut me out
It's easier to leave me down here on the ground
Take me home, baby, I'm fucked up now
I know it's easier to leave me down here on the ground",Post Malone|||Enough Is Enough|||91,1,annoyance,anger,disgust,"[{'label': 'annoyance', 'score': 0.3587125539779663}, {'label': 'neutral', 'score': 0.3372826874256134}, {'label': 'anger', 'score': 0.25956055521965027}, {'label': 'disgust', 'score': 0.03159727528691292}, {'label': 'sadness', 'score': 0.030939841642975807}, {'label': 'disappointment', 'score': 0.030288737267255783}]"
Post Malone|||Enough Is Enough|||91|||2,Post Malone,Enough Is Enough,"'Cause enough is enough
I can't stand up
I can't stand, can't stand, 'causе enough is enough",Post Malone|||Enough Is Enough|||91,2,annoyance,disapproval,disappointment,"[{'label': 'annoyance', 'score': 0.2819230854511261}, {'label': 'neutral', 'score': 0.2753618061542511}, {'label': 'disapproval', 'score': 0.23926469683647156}, {'label': 'disappointment', 'score': 0.1868143230676651}, {'label': 'sadness', 'score': 0.04850291088223457}, {'label': 'anger', 'score': 0.04130887612700462}]"
Post Malone|||Enough Is Enough|||91|||3,Post Malone,Enough Is Enough,"Long nights in the city of sin
Thеy said I pick fights that I won't ever win
I got a bad bitch that'll bring all her friends
But when I'm with you it's like I'm livin' again
And baby, I'm shit-faced sittin' on the sidewalk
Ain't nobody listenin' when I talk
I fall down and laugh, but it really ain't funny, uh",Post Malone|||Enough Is Enough|||91,3,amusement,annoyance,joy,"[{'label': 'amusement', 'score': 0.3852108418941498}, {'label': 'annoyance', 'score': 0.1706715226173401}, {'label': 'neutral', 'score': 0.13860651850700378}, {'label': 'joy', 'score': 0.04473986104130745}, {'label': 'disappointment', 'score': 0.030907398089766502}, {'label': 'anger', 'score': 0.02832127921283245}]"
Post Malone|||Enough Is Enough|||91|||4,Post Malone,Enough Is Enough,"'Cause enough is enough (Shut me out)
I can't stand up (I, I)
I can't stand, can't stand, 'cause enough is enough (I, I)
Hah, hah, I can't stand up
Ah-ah-ah, I, I can't stand, can't stand",Post Malone|||Enough Is Enough|||91,4,annoyance,amusement,disappointment,"[{'label': 'annoyance', 'score': 0.3568551242351532}, {'label': 'amusement', 'score': 0.15449132025241852}, {'label': 'disappointment', 'score': 0.12727288901805878}, {'label': 'disapproval', 'score': 0.10333997756242752}, {'label': 'neutral', 'score': 0.10156800597906113}, {'label': 'anger', 'score': 0.05138251930475235}]"
Post Malone|||Enough Is Enough|||91|||5,Post Malone,Enough Is Enough,"2 AM, they ran out of lemonade
So I shot that vodka straight, anyway (Ooh)
<\Lyric>```",Post Malone|||Enough Is Enough|||91,5,realization,amusement,approval,"[{'label': 'neutral', 'score': 0.8171200156211853}, {'label': 'realization', 'score': 0.06864076107740402}, {'label': 'amusement', 'score': 0.02240636572241783}, {'label': 'approval', 'score': 0.021193357184529305}, {'label': 'excitement', 'score': 0.016742810606956482}, {'label': 'annoyance', 'score': 0.016274917870759964}]"
Post Malone|||Socialite|||93|||0,Post Malone,Socialite,"```
<Artist name> Post Malone <\Artist>
<Song title> Socialite <\Song title>
<Lyric> 
(Fuck)
Ah-ah, ah-ah, ah-ah-ah",Post Malone|||Socialite|||93,0,anger,annoyance,amusement,"[{'label': 'anger', 'score': 0.5562808513641357}, {'label': 'neutral', 'score': 0.1501093953847885}, {'label': 'annoyance', 'score': 0.1411474645137787}, {'label': 'amusement', 'score': 0.09071580320596695}, {'label': 'disgust', 'score': 0.026431966572999954}, {'label': 'excitement', 'score': 0.01939321495592594}]"
Post Malone|||Socialite|||93|||1,Post Malone,Socialite,"I'm always a drink away from a good day
Put on some Jodeci, gettin' loose, ayy
I pummel the coochie, I'm Bobby Boucher
Maybe that's why they put up with all my bullshit
And I bought a new Bentley without a roof, ayy
In LA they tell me my truck is stupid
Doin' cul-de-sac donuts, man, I'm a nuisance
I left my Prince with the Revolutions",Post Malone|||Socialite|||93,1,annoyance,disappointment,realization,"[{'label': 'annoyance', 'score': 0.5054706931114197}, {'label': 'neutral', 'score': 0.44467881321907043}, {'label': 'disappointment', 'score': 0.08356496691703796}, {'label': 'realization', 'score': 0.03774205595254898}, {'label': 'anger', 'score': 0.031191181391477585}, {'label': 'approval', 'score': 0.01775258034467697}]"
Post Malone|||Socialite|||93|||2,Post Malone,Socialite,"Get hammered all alone
But don't feel bad for me
And my chauffeur drinks Patrón
So call a cab for me, and I'll leave",Post Malone|||Socialite|||93,2,sadness,caring,annoyance,"[{'label': 'neutral', 'score': 0.37694308161735535}, {'label': 'sadness', 'score': 0.2815474271774292}, {'label': 'caring', 'score': 0.11702345311641693}, {'label': 'annoyance', 'score': 0.07451912015676498}, {'label': 'disappointment', 'score': 0.05618572607636452}, {'label': 'anger', 'score': 0.021376583725214005}]"
Post Malone|||Socialite|||93|||3,Post Malone,Socialite,"Fuck me up, it's only a body (Yeah, yeah, yeah)
If God exists, it shouldn't be a problem (Yeah, yeah, yeah)
Socialite",Post Malone|||Socialite|||93,3,anger,annoyance,approval,"[{'label': 'anger', 'score': 0.5235414505004883}, {'label': 'annoyance', 'score': 0.3847540616989136}, {'label': 'neutral', 'score': 0.1738794893026352}, {'label': 'approval', 'score': 0.03383253887295723}, {'label': 'disapproval', 'score': 0.021281225606799126}, {'label': 'disgust', 'score': 0.011100861243903637}]"
Post Malone|||Socialite|||93|||4,Post Malone,Socialite,"Ah, ah-ah, ah-ah, ah-ah-ah",Post Malone|||Socialite|||93,4,amusement,joy,excitement,"[{'label': 'neutral', 'score': 0.36358642578125}, {'label': 'amusement', 'score': 0.28468450903892517}, {'label': 'joy', 'score': 0.09545455873012543}, {'label': 'excitement', 'score': 0.07949817925691605}, {'label': 'approval', 'score': 0.048670489341020584}, {'label': 'realization', 'score': 0.0200971532613039}]"
Post Malone|||Socialite|||93|||5,Post Malone,Socialite,"I'm feelin' naughty up on a Sunday
Fuck in thе backseat of a Hyundai
I'm callin' her Shrek 'causе she got a donkey
It's crazy how well we get along
My new best friend I just met
Now it's, ""Fuck everybody else""
You love someone for six weekends
And never talk to them again",Post Malone|||Socialite|||93,5,love,joy,excitement,"[{'label': 'love', 'score': 0.2490854412317276}, {'label': 'joy', 'score': 0.16920413076877594}, {'label': 'excitement', 'score': 0.15670691430568695}, {'label': 'neutral', 'score': 0.10350468009710312}, {'label': 'annoyance', 'score': 0.060229334980249405}, {'label': 'anger', 'score': 0.04891519248485565}]"
Post Malone|||Socialite|||93|||6,Post Malone,Socialite,"Call it what you want
It's such a tragedy (Ooh-ooh, ooh-ooh)
I pulled the shortest straw
Another casualty, guess I'll leave (Ooh-ooh)",Post Malone|||Socialite|||93,6,sadness,disappointment,grief,"[{'label': 'sadness', 'score': 0.8552765250205994}, {'label': 'disappointment', 'score': 0.19184423983097076}, {'label': 'neutral', 'score': 0.06695795059204102}, {'label': 'grief', 'score': 0.022511178627610207}, {'label': 'realization', 'score': 0.0206954013556242}, {'label': 'annoyance', 'score': 0.019947726279497147}]"
Post Malone|||Socialite|||93|||7,Post Malone,Socialite,"Fuck me up, it's only a body (Yeah, yeah, yeah)
If God exists, it shouldn't be a problem (Yeah, yeah, yeah)
Fuck me up, it's my birthday party (Yeah, yeah, yeah)
So tell me something we got in common (Yeah, yeah, yeah)
Socialite
Socialite",Post Malone|||Socialite|||93,7,anger,annoyance,curiosity,"[{'label': 'anger', 'score': 0.3645806908607483}, {'label': 'annoyance', 'score': 0.20044945180416107}, {'label': 'neutral', 'score': 0.13546830415725708}, {'label': 'curiosity', 'score': 0.0905076116323471}, {'label': 'excitement', 'score': 0.07097924500703812}, {'label': 'joy', 'score': 0.023111211135983467}]"
Post Malone|||Socialite|||93|||8,Post Malone,Socialite,"Ooh, ooh-ooh, ooh-ooh-ooh
<\Lyric>```",Post Malone|||Socialite|||93,8,excitement,surprise,realization,"[{'label': 'neutral', 'score': 0.38412192463874817}, {'label': 'excitement', 'score': 0.2132692039012909}, {'label': 'surprise', 'score': 0.1427413672208786}, {'label': 'realization', 'score': 0.041170768439769745}, {'label': 'joy', 'score': 0.037512268871068954}, {'label': 'amusement', 'score': 0.024957796558737755}]"
Post Malone|||Waiting For A Miracle|||94|||0,Post Malone,Waiting For A Miracle,"```
<Artist name> Post Malone <\Artist>
<Song title> Waiting For A Miracle <\Song title>
<Lyric> 
Oh my God, just take the firearm from me
Holy fuck, I understand that I'm too weak
Oh my God, just shut me up for Heaven’s sake
So I load one 'round, I'm scared to die while I’m awake
So I close my eyes and wait for a miracle
And everything done for the dead after they're dead, is for the living
And everything done on a day, goddamn it, that's our decision
I kept my eyes closed, it was easy, now I see it with perfect vision
And everything done for the dead after they're dead, is for the living
Fuck me up, fuck it, get fucked up, hey
Fuck me up, yeah, and stay fucked up",Post Malone|||Waiting For A Miracle|||94,0,fear,anger,annoyance,"[{'label': 'fear', 'score': 0.7820683717727661}, {'label': 'anger', 'score': 0.11934862285852432}, {'label': 'neutral', 'score': 0.06947799772024155}, {'label': 'annoyance', 'score': 0.06278450787067413}, {'label': 'nervousness', 'score': 0.03481170907616615}, {'label': 'disgust', 'score': 0.022486157715320587}]"
Post Malone|||40 Funk|||95|||0,Post Malone,40 Funk,"```
<Artist name> Post Malone <\Artist>
<Song title> 40 Funk <\Song title>
<Lyric> 
40 got me funky (Funky)
I popped a molly (Molly), went kamikaze
Another 40
I'm Michael Jordan and bitch, I'm scoring
Drank two 40's
My bitch is foreign, she got deported
Thousand ounces, police is knocking
Ain't got no worries (Ain't got no)
Feeling funky
I popped a molly, went kamikaze (Kami)
Another 40
I'm Kyrie Irving and bitch, I'm scoring
Drank two 40's
My bitch is foreign, she got deported
Thousand ounces, this shit still popping
Ain't got no worries",Post Malone|||40 Funk|||95,0,annoyance,anger,amusement,"[{'label': 'neutral', 'score': 0.7813729047775269}, {'label': 'annoyance', 'score': 0.1437324434518814}, {'label': 'anger', 'score': 0.02416313625872135}, {'label': 'amusement', 'score': 0.022641891613602638}, {'label': 'disgust', 'score': 0.017638934776186943}, {'label': 'approval', 'score': 0.01558614894747734}]"
Post Malone|||40 Funk|||95|||1,Post Malone,40 Funk,"40 got me funky
40 got me funky
40 got me funky
40 got me funky
40 got me funky (Stoney)",Post Malone|||40 Funk|||95,1,approval,excitement,joy,"[{'label': 'neutral', 'score': 0.8887240886688232}, {'label': 'approval', 'score': 0.041164420545101166}, {'label': 'excitement', 'score': 0.0236810352653265}, {'label': 'joy', 'score': 0.014768330380320549}, {'label': 'realization', 'score': 0.008644009940326214}, {'label': 'amusement', 'score': 0.007299107499420643}]"
Post Malone|||40 Funk|||95|||2,Post Malone,40 Funk,"I popped a molly, switching lanes
I'ma pull up in this bitch, exotic (Skrrt)
Lean in Sprite and gin in tonic
These bitches erotic
She just wanna get inside my motherfucking pocket (Yeah)
Another 40, I should stop it (Woah)
Two thousand ounces of this shit will make you feel like vomit
But I don't mind it, I kinda like it
Young and wild
We killing shit, we live this shit
I ain't go to school
They ask me how I live like this
I did my shit, 20 this year
And I'm only getting older 'til I'm in the dirt (I'm in the dirt)
How I hold a grudge with two 40's all in my hand (All in my hand)
But pull up on me, try me, you can catch the fade, my man
You and your friends",Post Malone|||40 Funk|||95,2,annoyance,anger,approval,"[{'label': 'annoyance', 'score': 0.3749024271965027}, {'label': 'neutral', 'score': 0.31440263986587524}, {'label': 'anger', 'score': 0.16556115448474884}, {'label': 'approval', 'score': 0.07459712773561478}, {'label': 'disgust', 'score': 0.03446744754910469}, {'label': 'disapproval', 'score': 0.014226873405277729}]"
Post Malone|||40 Funk|||95|||3,Post Malone,40 Funk,"40 got me funky
40 got me funky
40 got me funky
40 got me funky
40 got me funky",Post Malone|||40 Funk|||95,3,approval,excitement,joy,"[{'label': 'neutral', 'score': 0.861070454120636}, {'label': 'approval', 'score': 0.048659615218639374}, {'label': 'excitement', 'score': 0.031388264149427414}, {'label': 'joy', 'score': 0.01663978025317192}, {'label': 'realization', 'score': 0.009625243954360485}, {'label': 'amusement', 'score': 0.007698527071624994}]"
Post Malone|||40 Funk|||95|||4,Post Malone,40 Funk,"Gimme the 40
So I can be cool, yeah
Pass me the molly, ayy
I wanna them too
No, I can't get enough
Man, I'm popping them shits and I'm dropping them hits
The music, the liquor that’s why I exist
And the money, but let's skip the obvious shit
Ain't living too long if I'm living like this
Early morning waking up with the sweats
Going through shit I ain't never forget
But nothing I do, will I ever regret
I need me that cheque, I need me that chronic
I don't remember, tell me what's my name?
Drinking, swerving in the other lane
Fucking zooted drinking acid rains
Spill it on Supreme
<\Lyric>```",Post Malone|||40 Funk|||95,4,annoyance,anger,disapproval,"[{'label': 'annoyance', 'score': 0.38257014751434326}, {'label': 'neutral', 'score': 0.27119243144989014}, {'label': 'anger', 'score': 0.11234485357999802}, {'label': 'disapproval', 'score': 0.06668829172849655}, {'label': 'disappointment', 'score': 0.05951879918575287}, {'label': 'curiosity', 'score': 0.05292641371488571}]"
Post Malone|||Novacandy|||96|||0,Post Malone,Novacandy,"```
<Artist name> Post Malone <\Artist>
<Song title> Novacandy <\Song title>
<Lyric> 
Novacandy
Anesthesia
Adenosine, uh
And that's my favorite girl",Post Malone|||Novacandy|||96,0,love,admiration,approval,"[{'label': 'love', 'score': 0.49632400274276733}, {'label': 'neutral', 'score': 0.25776419043540955}, {'label': 'admiration', 'score': 0.11176657676696777}, {'label': 'approval', 'score': 0.07097135484218597}, {'label': 'joy', 'score': 0.05737144127488136}, {'label': 'excitement', 'score': 0.02915295958518982}]"
Post Malone|||Novacandy|||96|||1,Post Malone,Novacandy,"No, I never felt anything better than this
You can tell by the look on my face
Nothin' lasts forever, so I look at my wrist
Dopamine overdose
No, I never felt anything better than this
I would give up my tongue for a taste
Even though I know it's catch-and-release
Dopamine overdose",Post Malone|||Novacandy|||96,1,approval,realization,excitement,"[{'label': 'neutral', 'score': 0.46650680899620056}, {'label': 'approval', 'score': 0.13344113528728485}, {'label': 'realization', 'score': 0.0762547180056572}, {'label': 'excitement', 'score': 0.04417981579899788}, {'label': 'admiration', 'score': 0.03859025239944458}, {'label': 'joy', 'score': 0.032394200563430786}]"
Post Malone|||Novacandy|||96|||2,Post Malone,Novacandy,"Put on my old coat, and I found new drugs
Wanna thank young me for gettin' me fucked up
And a distant relative just bit the dust
Somehow I'm in the will for a million bucks
And baby, I just won a free fuckin' trip to Disneyland
I just got a second blue check on Instagram
Oh, and it feels so good tonight
Let's act like we're never gonna get it back",Post Malone|||Novacandy|||96,2,joy,excitement,admiration,"[{'label': 'joy', 'score': 0.7056897878646851}, {'label': 'excitement', 'score': 0.2520836889743805}, {'label': 'neutral', 'score': 0.04429933801293373}, {'label': 'admiration', 'score': 0.03486819937825203}, {'label': 'approval', 'score': 0.03307895362377167}, {'label': 'amusement', 'score': 0.031086422502994537}]"
Post Malone|||Novacandy|||96|||3,Post Malone,Novacandy,"Big sigh, ooh, what a ride
It's for life, then I changed my mind
Penthouse, but I lost my room key
'Nother minute, 'nother problem, 'nother brewski
Yeah, you know, it's funny how it goes
When everything is nothing 'cause all I ever wanted was more
And it feels so good tonight
Let's act like we're never gonna get it back",Post Malone|||Novacandy|||96,3,joy,amusement,approval,"[{'label': 'joy', 'score': 0.5514603853225708}, {'label': 'amusement', 'score': 0.36783990263938904}, {'label': 'approval', 'score': 0.04782063886523247}, {'label': 'realization', 'score': 0.03999577835202217}, {'label': 'admiration', 'score': 0.039318863302469254}, {'label': 'disappointment', 'score': 0.03719300031661987}]"
Post Malone|||Novacandy|||96|||4,Post Malone,Novacandy,"Oh, oh-oh-oh, oh, oh-oh-oh
Oh, oh-oh-oh, oh, oh-oh-oh, overdose, mm
Oh, oh-oh-oh, oh, oh-oh-oh, overdose
Mm
<\Lyric>```",Post Malone|||Novacandy|||96,4,realization,surprise,sadness,"[{'label': 'neutral', 'score': 0.5394759178161621}, {'label': 'realization', 'score': 0.14469903707504272}, {'label': 'surprise', 'score': 0.08969277888536453}, {'label': 'sadness', 'score': 0.06837233901023865}, {'label': 'fear', 'score': 0.050634462386369705}, {'label': 'nervousness', 'score': 0.01804075762629509}]"
Post Malone|||Laugh It Off|||97|||0,Post Malone,Laugh It Off,"```
<Artist name> Post Malone <\Artist>
<Song title> Laugh It Off <\Song title>
<Lyric> 
When we was lyin' down on the floor
You said I should smile more
I was killin' your vibe
Pretend I didn't hear your voice
But, baby, I was takin' notes
Keep that in mind",Post Malone|||Laugh It Off|||97,0,annoyance,realization,sadness,"[{'label': 'neutral', 'score': 0.9440178871154785}, {'label': 'annoyance', 'score': 0.03432649374008179}, {'label': 'realization', 'score': 0.012875118292868137}, {'label': 'sadness', 'score': 0.011591706424951553}, {'label': 'disappointment', 'score': 0.01101961825042963}, {'label': 'approval', 'score': 0.00773326912894845}]"
Post Malone|||Laugh It Off|||97|||1,Post Malone,Laugh It Off,"Hey, you say you hate me
Ha-ha-ha, I laugh it off
Your mind is made and I can't change it
Some-ha-how",Post Malone|||Laugh It Off|||97,1,amusement,joy,annoyance,"[{'label': 'amusement', 'score': 0.8892439603805542}, {'label': 'joy', 'score': 0.07656417042016983}, {'label': 'neutral', 'score': 0.04490327835083008}, {'label': 'annoyance', 'score': 0.012218947522342205}, {'label': 'approval', 'score': 0.011339951306581497}, {'label': 'love', 'score': 0.0062501877546310425}]"
Post Malone|||Laugh It Off|||97|||2,Post Malone,Laugh It Off,"Haven't seen the sun in a month
But it's all sunshine
I forgot how to cry
It feels like pain, pain is a world away
Took my cigarettes and flushed them down the drain, ah-ah
Okay, okay, I'm lyin'",Post Malone|||Laugh It Off|||97,2,sadness,realization,disappointment,"[{'label': 'sadness', 'score': 0.47331205010414124}, {'label': 'neutral', 'score': 0.2145395576953888}, {'label': 'realization', 'score': 0.18574757874011993}, {'label': 'disappointment', 'score': 0.10285837948322296}, {'label': 'annoyance', 'score': 0.036788783967494965}, {'label': 'approval', 'score': 0.0357753150165081}]"
Post Malone|||Laugh It Off|||97|||3,Post Malone,Laugh It Off,"Mm, hey, you say you hate me
Ha-ha-ha, I laugh it off
Your mind is made and I can't change it
Some-ha-how, I laugh it off",Post Malone|||Laugh It Off|||97,3,amusement,joy,annoyance,"[{'label': 'amusement', 'score': 0.9105721116065979}, {'label': 'joy', 'score': 0.057091787457466125}, {'label': 'neutral', 'score': 0.03025837056338787}, {'label': 'annoyance', 'score': 0.01052046101540327}, {'label': 'approval', 'score': 0.008948883973062038}, {'label': 'love', 'score': 0.007646007928997278}]"
Post Malone|||Laugh It Off|||97|||4,Post Malone,Laugh It Off,"And if I learned anything at all
Smile",Post Malone|||Laugh It Off|||97,4,joy,approval,amusement,"[{'label': 'neutral', 'score': 0.7243220210075378}, {'label': 'joy', 'score': 0.09508950263261795}, {'label': 'approval', 'score': 0.06329083442687988}, {'label': 'amusement', 'score': 0.03140804544091225}, {'label': 'realization', 'score': 0.027139976620674133}, {'label': 'excitement', 'score': 0.015268475748598576}]"
Post Malone|||Laugh It Off|||97|||5,Post Malone,Laugh It Off,"Talk to me, I know it's over
I'll listen like I did before",Post Malone|||Laugh It Off|||97,5,approval,caring,optimism,"[{'label': 'neutral', 'score': 0.6705792546272278}, {'label': 'approval', 'score': 0.10956675559282303}, {'label': 'caring', 'score': 0.060269277542829514}, {'label': 'optimism', 'score': 0.03949439525604248}, {'label': 'desire', 'score': 0.015081620775163174}, {'label': 'realization', 'score': 0.010419401340186596}]"
Post Malone|||Laugh It Off|||97|||6,Post Malone,Laugh It Off,"Hey, you say you hatе me
Ha-ha-ha, I laughed it off
When I fuck up likе I have lately
Some-ha-how, I laugh it off",Post Malone|||Laugh It Off|||97,6,amusement,joy,approval,"[{'label': 'amusement', 'score': 0.9198713898658752}, {'label': 'joy', 'score': 0.07949230819940567}, {'label': 'neutral', 'score': 0.025397377088665962}, {'label': 'approval', 'score': 0.00890012551099062}, {'label': 'annoyance', 'score': 0.008593415841460228}, {'label': 'realization', 'score': 0.00625762389972806}]"
Post Malone|||Laugh It Off|||97|||7,Post Malone,Laugh It Off,"And if I learned anything at all
Smile, smile
And if I learned anything at all
Smile, smile",Post Malone|||Laugh It Off|||97,7,joy,realization,approval,"[{'label': 'neutral', 'score': 0.7553760409355164}, {'label': 'joy', 'score': 0.06903309375047684}, {'label': 'realization', 'score': 0.05366158485412598}, {'label': 'approval', 'score': 0.05087791010737419}, {'label': 'amusement', 'score': 0.026544636115431786}, {'label': 'optimism', 'score': 0.016037197783589363}]"
Post Malone|||Laugh It Off|||97|||8,Post Malone,Laugh It Off,"Ooh-ooh, ooh-ooh-ooh (Ahh)
Ooh-ooh, ooh-ooh-ooh (Ahh)
Ah-ah, ah-ah-ah (Ooh-ooh, ooh-ooh-ooh)
Ah-ah, ah-ah-ah (Ooh-ooh, ooh-ooh-ooh)
<\Lyric>```",Post Malone|||Laugh It Off|||97,8,excitement,joy,amusement,"[{'label': 'neutral', 'score': 0.33569133281707764}, {'label': 'excitement', 'score': 0.27888602018356323}, {'label': 'joy', 'score': 0.07347504794597626}, {'label': 'amusement', 'score': 0.07065758854150772}, {'label': 'surprise', 'score': 0.049596257507801056}, {'label': 'realization', 'score': 0.023856161162257195}]"
Post Malone|||God Damn|||98|||0,Post Malone,God Damn,"```
<Artist name> Post Malone <\Artist>
<Song title> God Damn <\Song title>
<Lyric> 
God damn, god damn
Yeah, ooh, god damn
Yeah, god damn
God damn
Good job, First",Post Malone|||God Damn|||98,0,admiration,annoyance,anger,"[{'label': 'admiration', 'score': 0.7188394665718079}, {'label': 'annoyance', 'score': 0.14205674827098846}, {'label': 'anger', 'score': 0.13765262067317963}, {'label': 'surprise', 'score': 0.04903664439916611}, {'label': 'neutral', 'score': 0.03264143317937851}, {'label': 'excitement', 'score': 0.023930449038743973}]"
Post Malone|||God Damn|||98|||1,Post Malone,God Damn,"God damn
Where the hell you get that from?
Saucin' on them hoes 'cause that ass so dumb (Yeah)
Everyone here wanna hit that yum (God damn)
Yeah, yeah, god damn
Where the hell you get that from?
Saucin' on them hoes 'cause my ice so dumb (Yeah)
Everyone know 'bout my bread, got some (God damn)
Yeah, yeah, god damn",Post Malone|||God Damn|||98,1,anger,annoyance,disgust,"[{'label': 'anger', 'score': 0.5220625996589661}, {'label': 'annoyance', 'score': 0.5003697872161865}, {'label': 'neutral', 'score': 0.16241121292114258}, {'label': 'disgust', 'score': 0.023281153291463852}, {'label': 'disapproval', 'score': 0.018105002120137215}, {'label': 'disappointment', 'score': 0.017820648849010468}]"
