id,artist_name,song_title,lyrics,parent_id,chunk_order,primary_emotion,secondary_emotion,tertiary_emotion,classification_result
The Script|||It’s Not Right For You|||46|||5,The Script,It’s Not Right For You,"It's not right, it's not right for you
If you even have to think about it
It's not right, it's not right for you
If you really have to think about it
You got one life to love what you do
In the end, in the end
Better hold cause you're take it all in
In the end, in the end
You got one life to love what you do
In the end, in the end
Better hold cause you're take it all in
In the end, in the end
You got one life to love what you do
<\Lyric>```",The Script|||It’s Not Right For You|||46,5,disapproval,love,caring,"[{'label': 'disapproval', 'score': 0.3033299148082733}, {'label': 'love', 'score': 0.24255815148353577}, {'label': 'caring', 'score': 0.18430908024311066}, {'label': 'neutral', 'score': 0.17247465252876282}, {'label': 'approval', 'score': 0.10469456762075424}, {'label': 'annoyance', 'score': 0.03888227790594101}]"
The Script|||The Hurt Game|||48|||0,The Script,The Hurt Game,"```
<Artist name> The Script <\Artist>
<Song title> The Hurt Game <\Song title>
<Lyric> 
It's been so long, been so much time
The years have passed, but still, you're on my mind
So tell me, is it fake or just an illusion?
We'd make love, and then we'd fight
Started blowing up like dynamite
In the hurt game can't win for losing",The Script|||The Hurt Game|||48,0,curiosity,love,confusion,"[{'label': 'curiosity', 'score': 0.415454238653183}, {'label': 'neutral', 'score': 0.2377634346485138}, {'label': 'love', 'score': 0.1519155353307724}, {'label': 'confusion', 'score': 0.10395311564207077}, {'label': 'approval', 'score': 0.05649635195732117}, {'label': 'realization', 'score': 0.011426981538534164}]"
The Script|||The Hurt Game|||48|||1,The Script,The Hurt Game,"'Cause I've been doing the wrong things for the right reasons
Drinkin' it all but drowned in the meaning
Cuttin' it off but still got the feeling",The Script|||The Hurt Game|||48,1,realization,approval,annoyance,"[{'label': 'realization', 'score': 0.44292911887168884}, {'label': 'neutral', 'score': 0.33929815888404846}, {'label': 'approval', 'score': 0.1397484987974167}, {'label': 'annoyance', 'score': 0.08904772251844406}, {'label': 'disappointment', 'score': 0.08615962415933609}, {'label': 'disapproval', 'score': 0.04634951427578926}]"
The Script|||The Hurt Game|||48|||2,The Script,The Hurt Game,"And even though when I know that it's over
Why am I still looking over my shoulder
At you?
At you?
If we don't forgive and forget and start over
Just know that nobody's ever come closer than you
Than you
In the hurt game",The Script|||The Hurt Game|||48,2,curiosity,confusion,realization,"[{'label': 'neutral', 'score': 0.7421234250068665}, {'label': 'curiosity', 'score': 0.09761301428079605}, {'label': 'confusion', 'score': 0.0760611742734909}, {'label': 'realization', 'score': 0.030078280717134476}, {'label': 'approval', 'score': 0.022622203454375267}, {'label': 'annoyance', 'score': 0.01150404941290617}]"
The Script|||The Hurt Game|||48|||3,The Script,The Hurt Game,"From slamming doors, to keeping scores
We walk through fire to get to water
Got the kind of love you can't explain
Oh, no",The Script|||The Hurt Game|||48,3,disapproval,disappointment,love,"[{'label': 'disapproval', 'score': 0.37315064668655396}, {'label': 'disappointment', 'score': 0.20616386830806732}, {'label': 'neutral', 'score': 0.14938876032829285}, {'label': 'love', 'score': 0.08809678256511688}, {'label': 'surprise', 'score': 0.07771731913089752}, {'label': 'sadness', 'score': 0.052513208240270615}]"
The Script|||The Hurt Game|||48|||4,The Script,The Hurt Game,"And even though when I know that it's over
Why am I still looking over my shoulder
At you?
At you?
If we don't forgive and forget and start over
Just know that nobody's ever come closer than you
Than you",The Script|||The Hurt Game|||48,4,curiosity,confusion,approval,"[{'label': 'neutral', 'score': 0.7679814696311951}, {'label': 'curiosity', 'score': 0.12220314145088196}, {'label': 'confusion', 'score': 0.10454835742712021}, {'label': 'approval', 'score': 0.03251483291387558}, {'label': 'realization', 'score': 0.031304337084293365}, {'label': 'surprise', 'score': 0.008681331761181355}]"
The Script|||The Hurt Game|||48|||5,The Script,The Hurt Game,"Oh, woah
The hurt game, we throw blame, the worst pain
We love hard, we get scarred, it's insane
Can't win for losing in the hurt game
In the hurt game
The hurt game, we throw blame, the worst pain
We love hard, we get scarred, it's insane
Can't win for losing in the hurt game
In the hurt game",The Script|||The Hurt Game|||48,5,sadness,disappointment,love,"[{'label': 'sadness', 'score': 0.4702812433242798}, {'label': 'disappointment', 'score': 0.25767016410827637}, {'label': 'love', 'score': 0.17309050261974335}, {'label': 'annoyance', 'score': 0.16502512991428375}, {'label': 'anger', 'score': 0.1598159372806549}, {'label': 'disapproval', 'score': 0.04617026820778847}]"
The Script|||The Hurt Game|||48|||6,The Script,The Hurt Game,"I know that you think that I'm drunk, but I'm sober
I know you told me I shouldn't come over to you
But I do
If we don't forgive and forget and start over
Just know that nobody's ever come closer than you (Than you)
Than you (Than you)
Oh, woah
The hurt game, we throw blame, the worst pain
We love hard, we get scarred, it's insane
Can't win for losing in the hurt game
In the hurt game
The hurt game, we throw blame, the worst pain
We love hard, we get scarred, it's insane
Can't win for losing in the hurt game
In the hurt game
<\Lyric>```",The Script|||The Hurt Game|||48,6,sadness,disappointment,annoyance,"[{'label': 'sadness', 'score': 0.4888608753681183}, {'label': 'disappointment', 'score': 0.24074241518974304}, {'label': 'annoyance', 'score': 0.17385181784629822}, {'label': 'anger', 'score': 0.15049533545970917}, {'label': 'love', 'score': 0.12845873832702637}, {'label': 'neutral', 'score': 0.06048164144158363}]"
The Script|||Good Ol’ Days|||49|||0,The Script,Good Ol’ Days,"```
<Artist name> The Script <\Artist>
<Song title> Good Ol’ Days <\Song title>
<Lyric> 
Ooh
Here we go
Ooh
Here we go",The Script|||Good Ol’ Days|||49,0,excitement,joy,surprise,"[{'label': 'neutral', 'score': 0.49029096961021423}, {'label': 'excitement', 'score': 0.28935500979423523}, {'label': 'joy', 'score': 0.07926148176193237}, {'label': 'surprise', 'score': 0.04972998425364494}, {'label': 'realization', 'score': 0.02151581458747387}, {'label': 'amusement', 'score': 0.01813315413892269}]"
The Script|||Good Ol’ Days|||49|||1,The Script,Good Ol’ Days,"Up in the bar all smoking cigars
While we were drinking Irish whiskey straight from the jar
Talking 'bout them better days, they're not that far
Whoever's coming back to mine, you better bring the guitar
You play a sad song
Yeah, sing it from the heart
Tell a sad story
Yeah, tell it from the start
Pass me on the pain that you made into art
Yeah, pierce it through my skin like a heroin dart (when)
Someone's strumming on the strings
And they're spitting things
Everybody's moving, grooving vibes while the other sings
They gon' kill you with their passion and the soul
When the first verse drops, you'll be fighting back the tears and all
While another man's crying in his beers and all
While his woman's saying, ""Cheers to it all!""
Ain't no shame in the game
Just the way you were raised
To always sing about better days, better days",The Script|||Good Ol’ Days|||49,1,annoyance,sadness,approval,"[{'label': 'neutral', 'score': 0.909075915813446}, {'label': 'annoyance', 'score': 0.026269489899277687}, {'label': 'sadness', 'score': 0.023243704810738564}, {'label': 'approval', 'score': 0.021940072998404503}, {'label': 'disappointment', 'score': 0.01049729622900486}, {'label': 'realization', 'score': 0.009035940282046795}]"
The Script|||Good Ol’ Days|||49|||2,The Script,Good Ol’ Days,"Ooh
(Here we go, hey)
Ooh
Oh, we'll remember this night when we're old and gray
'Cause in the future, these'll be the good ol' days
Ooh
(Here we go, hey)
Ooh
Oh, yeah we're arm-in-arm as we sing away
In the future, these'll be the good ol' days",The Script|||Good Ol’ Days|||49,2,excitement,joy,optimism,"[{'label': 'excitement', 'score': 0.44417130947113037}, {'label': 'joy', 'score': 0.3848399817943573}, {'label': 'neutral', 'score': 0.07343877851963043}, {'label': 'optimism', 'score': 0.05415688827633858}, {'label': 'approval', 'score': 0.03112461231648922}, {'label': 'admiration', 'score': 0.027838880196213722}]"
The Script|||Good Ol’ Days|||49|||3,The Script,Good Ol’ Days,"Ten o'clock and it's off
What started as a pub crawl, now we're all lost
Better live it out tonight, tomorrow's gonna cost
So get up on that piano boy and play your a** off
You play it real good
Everybody sing along
If you bang us out a beat
Everybody move along
Play us something real
We can hang our hopes on
Sing a rebel song (Oh, these times are hard)
And watch us march along
Won't you come along
And meet Jenny, meet Pete
Meet Mary, meet Keith
They're busking on the street seven days a week
Pay a pound, pay a penny
Make it full or leave it empty
They play, you listen, that's plenty
It's two AM now, we're dancing in the rain and all
Hanging out of each other like the pain is gone
These are my people, these are my crowd
And I'm never too proud to sing about 'em (sing about 'em)",The Script|||Good Ol’ Days|||49,3,admiration,approval,joy,"[{'label': 'neutral', 'score': 0.5430922508239746}, {'label': 'admiration', 'score': 0.1275504231452942}, {'label': 'approval', 'score': 0.0784572958946228}, {'label': 'joy', 'score': 0.05905357003211975}, {'label': 'annoyance', 'score': 0.037438325583934784}, {'label': 'excitement', 'score': 0.02712371200323105}]"
The Script|||Good Ol’ Days|||49|||4,The Script,Good Ol’ Days,"Ooh
(Here we go, hey)
Ooh
Oh, we'll remember this night when we're old and gray
Cuz in the future, these'll be the good ol' days
Ooh
(Here we go, hey)
Ooh
Oh, yeah we're arm-in-arm as we sing away
In the future, these'll be the good ol' days",The Script|||Good Ol’ Days|||49,4,excitement,joy,optimism,"[{'label': 'excitement', 'score': 0.4600668251514435}, {'label': 'joy', 'score': 0.38273173570632935}, {'label': 'neutral', 'score': 0.07902359217405319}, {'label': 'optimism', 'score': 0.042123645544052124}, {'label': 'approval', 'score': 0.029286207631230354}, {'label': 'admiration', 'score': 0.025469521060585976}]"
The Script|||Good Ol’ Days|||49|||5,The Script,Good Ol’ Days,"The good ol', the good ol' days
(The good ol' days)",The Script|||Good Ol’ Days|||49,5,joy,excitement,approval,"[{'label': 'joy', 'score': 0.4830562472343445}, {'label': 'neutral', 'score': 0.42906272411346436}, {'label': 'excitement', 'score': 0.05243758484721184}, {'label': 'approval', 'score': 0.03698321804404259}, {'label': 'admiration', 'score': 0.01603700965642929}, {'label': 'relief', 'score': 0.009652446024119854}]"
The Script|||Good Ol’ Days|||49|||6,The Script,Good Ol’ Days,"I got the whole place singing, yeah, singing this song
Even the old man there with the paddy hat on is singing
(Oh, you wanna sing it? Sing it)
I got the whole place singing, yeah, singing this song
Even the girl over there with the red dress on is singing
(Yeah, she's singing)
Oh, I got the whole bar drinking, yeah, singing this tune
Even the guys over there with the big tattoos are singing
(Drinking and singing, yeah)
Now the emo girls with the college degrees
And the tag-along friends with the fake IDs, singing
Oh singing
Yeah",The Script|||Good Ol’ Days|||49,6,excitement,joy,approval,"[{'label': 'neutral', 'score': 0.3553164005279541}, {'label': 'excitement', 'score': 0.2510831654071808}, {'label': 'joy', 'score': 0.15021659433841705}, {'label': 'approval', 'score': 0.10810656100511551}, {'label': 'admiration', 'score': 0.042373187839984894}, {'label': 'amusement', 'score': 0.022344989702105522}]"
The Script|||Good Ol’ Days|||49|||7,The Script,Good Ol’ Days,"Here we go
Here we go",The Script|||Good Ol’ Days|||49,7,excitement,joy,approval,"[{'label': 'neutral', 'score': 0.935081422328949}, {'label': 'excitement', 'score': 0.024407394230365753}, {'label': 'joy', 'score': 0.010686147958040237}, {'label': 'approval', 'score': 0.010541399009525776}, {'label': 'realization', 'score': 0.005933929234743118}, {'label': 'annoyance', 'score': 0.005569216795265675}]"
The Script|||Good Ol’ Days|||49|||8,The Script,Good Ol’ Days,"Ooh
(Here we go)
Ooh
Oh, yeah we're arm-in arm as we sing away
In the future these'll be the good ol' days",The Script|||Good Ol’ Days|||49,8,joy,excitement,optimism,"[{'label': 'joy', 'score': 0.4016849994659424}, {'label': 'excitement', 'score': 0.3610917031764984}, {'label': 'optimism', 'score': 0.15064899623394012}, {'label': 'neutral', 'score': 0.09235324710607529}, {'label': 'approval', 'score': 0.034508656710386276}, {'label': 'admiration', 'score': 0.028363101184368134}]"
The Script|||Good Ol’ Days|||49|||9,The Script,Good Ol’ Days,"Good ol' days, yeah
The good ol' days...
<\Lyric>```",The Script|||Good Ol’ Days|||49,9,joy,approval,excitement,"[{'label': 'joy', 'score': 0.7423334121704102}, {'label': 'approval', 'score': 0.09545263648033142}, {'label': 'excitement', 'score': 0.07523830980062485}, {'label': 'neutral', 'score': 0.06584963947534561}, {'label': 'admiration', 'score': 0.06328623741865158}, {'label': 'relief', 'score': 0.02049739845097065}]"
The Script|||Dead Man Walking|||50|||0,The Script,Dead Man Walking,"```
<Artist name> The Script <\Artist>
<Song title> Dead Man Walking <\Song title>
<Lyric> 
I hear the angels talking, talking, talking
Now I'm a Dead Man walking, walking, walking
I hear the angels talking, talking, talking
Now I'm a Dead Man
I hear the angels talking, talking, talking
Now I'm a dead man walking, walking, walking
I hear the angels talking, talking, talking
Now I'm a Dead Man",The Script|||Dead Man Walking|||50,0,realization,approval,annoyance,"[{'label': 'neutral', 'score': 0.8970524072647095}, {'label': 'realization', 'score': 0.04171574115753174}, {'label': 'approval', 'score': 0.014510028064250946}, {'label': 'annoyance', 'score': 0.01378950010985136}, {'label': 'amusement', 'score': 0.01145821064710617}, {'label': 'surprise', 'score': 0.010736003518104553}]"
The Script|||Dead Man Walking|||50|||1,The Script,Dead Man Walking,"I see you standing there, but you're already gone
I'm holding your hand, but you're barely holding on
I'm kissing your lips, but it just don't feel the same
Am I dead man now, left living with the blame?",The Script|||Dead Man Walking|||50,1,sadness,curiosity,confusion,"[{'label': 'sadness', 'score': 0.32505783438682556}, {'label': 'neutral', 'score': 0.21039921045303345}, {'label': 'curiosity', 'score': 0.2002214938402176}, {'label': 'confusion', 'score': 0.19447541236877441}, {'label': 'disappointment', 'score': 0.18672403693199158}, {'label': 'realization', 'score': 0.04645925387740135}]"
The Script|||Dead Man Walking|||50|||2,The Script,Dead Man Walking,"Oh, I hear the angels talking, talking, talking
Now I'm a dead man walking, walking, walking",The Script|||Dead Man Walking|||50,2,surprise,realization,excitement,"[{'label': 'neutral', 'score': 0.5266788601875305}, {'label': 'surprise', 'score': 0.1515563726425171}, {'label': 'realization', 'score': 0.10959379374980927}, {'label': 'excitement', 'score': 0.07131914794445038}, {'label': 'joy', 'score': 0.029888572171330452}, {'label': 'amusement', 'score': 0.020518150180578232}]"
The Script|||Dead Man Walking|||50|||3,The Script,Dead Man Walking,"Already broken, already gone
Already know you're moving on
I'm a breathing, talking
Dead man, walking
Already see it in your face
Already someone in my place
I'm a breathing, talking
Dead man, walking",The Script|||Dead Man Walking|||50,3,sadness,realization,disappointment,"[{'label': 'neutral', 'score': 0.787930965423584}, {'label': 'sadness', 'score': 0.25577399134635925}, {'label': 'realization', 'score': 0.09420697391033173}, {'label': 'disappointment', 'score': 0.05836059898138046}, {'label': 'annoyance', 'score': 0.027072975412011147}, {'label': 'approval', 'score': 0.015474662184715271}]"
The Script|||Dead Man Walking|||50|||4,The Script,Dead Man Walking,"I hear the angels talking, talking, talking
Now I'm a dead man walking, walking, walking
I hear the angels talking, talking, talking
Now I'm a dead man",The Script|||Dead Man Walking|||50,4,realization,surprise,annoyance,"[{'label': 'neutral', 'score': 0.849236011505127}, {'label': 'realization', 'score': 0.043015360832214355}, {'label': 'surprise', 'score': 0.01753503642976284}, {'label': 'annoyance', 'score': 0.015980463474988937}, {'label': 'amusement', 'score': 0.014775422401726246}, {'label': 'excitement', 'score': 0.01403201837092638}]"
The Script|||Dead Man Walking|||50|||5,The Script,Dead Man Walking,"We're in the same room just one million miles away
With all these books around, but we ain't got two words to say
Am I a dead man now, left living with the shame?
I'm",The Script|||Dead Man Walking|||50,5,sadness,curiosity,embarrassment,"[{'label': 'sadness', 'score': 0.2906310558319092}, {'label': 'curiosity', 'score': 0.22383670508861542}, {'label': 'embarrassment', 'score': 0.18307079374790192}, {'label': 'disappointment', 'score': 0.13133768737316132}, {'label': 'neutral', 'score': 0.11501270532608032}, {'label': 'confusion', 'score': 0.0829542875289917}]"
The Script|||Dead Man Walking|||50|||6,The Script,Dead Man Walking,"Already broken, already gone
Already know you're moving on
I'm a breathing, talking
Dead Man, walking
Already see it in your face
Already someone in my place
I'm a breathing, talking
Dead Man, walking",The Script|||Dead Man Walking|||50,6,sadness,realization,disappointment,"[{'label': 'neutral', 'score': 0.8073492050170898}, {'label': 'sadness', 'score': 0.22729265689849854}, {'label': 'realization', 'score': 0.09012000262737274}, {'label': 'disappointment', 'score': 0.05768367275595665}, {'label': 'annoyance', 'score': 0.025219842791557312}, {'label': 'approval', 'score': 0.015232769772410393}]"
The Script|||Dead Man Walking|||50|||7,The Script,Dead Man Walking,"(Yeah. Ooooh-oooooh)
I'm a breathing, talking
Dead Man, walking
Yeah
(Ooh. Ooh. Ooh. Oh. Oh, oh, oh, oh,oh)",The Script|||Dead Man Walking|||50,7,excitement,surprise,joy,"[{'label': 'neutral', 'score': 0.3893450200557709}, {'label': 'excitement', 'score': 0.25511565804481506}, {'label': 'surprise', 'score': 0.10313332080841064}, {'label': 'joy', 'score': 0.04960023611783981}, {'label': 'realization', 'score': 0.048586029559373856}, {'label': 'approval', 'score': 0.03673701360821724}]"
The Script|||Dead Man Walking|||50|||8,The Script,Dead Man Walking,"I hear the angels talking, talking, talking (I hear the angels)
Now I'm a dead man walking, walking, walking (I hear the angels)
I hear the angels talking, talking, talking (I hear the angels)
Now I'm a dead man (I hear the angels)",The Script|||Dead Man Walking|||50,8,realization,excitement,surprise,"[{'label': 'neutral', 'score': 0.8421875238418579}, {'label': 'realization', 'score': 0.05942154675722122}, {'label': 'excitement', 'score': 0.019357550889253616}, {'label': 'surprise', 'score': 0.018880000337958336}, {'label': 'approval', 'score': 0.018497925251722336}, {'label': 'amusement', 'score': 0.014387446455657482}]"
The Script|||Dead Man Walking|||50|||9,The Script,Dead Man Walking,"Already broken, already gone
Already know you're moving on
I'm a breathing, talking
Dead Man, walking
Already see it in your face
Already someone in my place
I'm a breathing, talking
Dead man, walking (Dead Man Walking. Yeah.)
(Ooooh-oooooh)
(Yeah.)
I'm a breathing, talking (I'm a Dead Man walking, a dead man walking)
Dead Man, walking
(Ooooh-oooooh)
I'm a breathing, talking
Dead Man, walking (I'm a dead man walking, a dead man walking. Yeah.)",The Script|||Dead Man Walking|||50,9,realization,surprise,excitement,"[{'label': 'neutral', 'score': 0.7008614540100098}, {'label': 'realization', 'score': 0.07205380499362946}, {'label': 'surprise', 'score': 0.06839364767074585}, {'label': 'excitement', 'score': 0.03543670102953911}, {'label': 'fear', 'score': 0.02787984348833561}, {'label': 'amusement', 'score': 0.02378169260919094}]"
The Script|||Dead Man Walking|||50|||10,The Script,Dead Man Walking,"I hear the angels talking, talking, talking
Now I'm a Dead Man walking, walking, walking
I hear the angels talking, talking, talking
Now I'm a Dead Man
I hear the angels talking, talking, talking
Now I'm a Dead Man walking, walking, walking
I hear the angels talking, talking, talking
Now I'm a Dead Man
Now I'm a Dead Man
<\Lyric>```",The Script|||Dead Man Walking|||50,10,realization,approval,annoyance,"[{'label': 'neutral', 'score': 0.882910966873169}, {'label': 'realization', 'score': 0.047153353691101074}, {'label': 'approval', 'score': 0.015211425721645355}, {'label': 'annoyance', 'score': 0.013585638254880905}, {'label': 'amusement', 'score': 0.01283709704875946}, {'label': 'excitement', 'score': 0.012741288170218468}]"
The Script|||Long Gone and Moved On|||51|||0,The Script,Long Gone and Moved On,"```
<Artist name> The Script <\Artist>
<Song title> Long Gone and Moved On <\Song title>
<Lyric> 
When’s the day you start again
And when the hell does ""you’ll get over it"" begin
I’m looking hard in the mirror but I don’t fit my skin
It’s too much to take, it’s too hard to break me from the cell I’m in",The Script|||Long Gone and Moved On|||51,0,disappointment,annoyance,disapproval,"[{'label': 'disappointment', 'score': 0.4508073627948761}, {'label': 'neutral', 'score': 0.2603386342525482}, {'label': 'annoyance', 'score': 0.23721295595169067}, {'label': 'disapproval', 'score': 0.08589701354503632}, {'label': 'confusion', 'score': 0.06670232117176056}, {'label': 'curiosity', 'score': 0.06471829861402512}]"
The Script|||Long Gone and Moved On|||51|||1,The Script,Long Gone and Moved On,"Oh, from this moment on
I’m changing the way I feel, yeah
From this moment on
It’s time to get real",The Script|||Long Gone and Moved On|||51,1,realization,approval,excitement,"[{'label': 'neutral', 'score': 0.49684372544288635}, {'label': 'realization', 'score': 0.43758425116539}, {'label': 'approval', 'score': 0.19727090001106262}, {'label': 'excitement', 'score': 0.03377319872379303}, {'label': 'joy', 'score': 0.02084558643400669}, {'label': 'optimism', 'score': 0.01830032840371132}]"
The Script|||Long Gone and Moved On|||51|||2,The Script,Long Gone and Moved On,"'Cause I still don’t know how to act, don’t know what to say
Still wear the scars like it was yesterday
But you’re long gone and moved on
But you’re long gone
But I still don’t know where to start, still finding my way
Still talk about you like it was yesterday
But you’re long gone and moved on
But you’re long gone, you moved on",The Script|||Long Gone and Moved On|||51,2,confusion,disappointment,realization,"[{'label': 'confusion', 'score': 0.49372610449790955}, {'label': 'neutral', 'score': 0.18834315240383148}, {'label': 'disappointment', 'score': 0.18736912310123444}, {'label': 'realization', 'score': 0.10040569305419922}, {'label': 'sadness', 'score': 0.07903224974870682}, {'label': 'annoyance', 'score': 0.05713379755616188}]"
The Script|||Long Gone and Moved On|||51|||3,The Script,Long Gone and Moved On,"So how’d you pick the pieces up?
Yeah
I’m barely used to saying ""me"" instead of ""us""
The elephant in the room keeps scaring off the guests
It gets under my skin to see you with him and it's not me that you’re with",The Script|||Long Gone and Moved On|||51,3,curiosity,fear,confusion,"[{'label': 'neutral', 'score': 0.5162627696990967}, {'label': 'curiosity', 'score': 0.22417832911014557}, {'label': 'fear', 'score': 0.06545121967792511}, {'label': 'confusion', 'score': 0.06282488256692886}, {'label': 'approval', 'score': 0.042639605700969696}, {'label': 'annoyance', 'score': 0.020676126703619957}]"
The Script|||Long Gone and Moved On|||51|||4,The Script,Long Gone and Moved On,"No, I can’t keep thinking that you’re coming back, no
'Cause I got no business knowing where you’re at, no
And it's gonna be hard, yeah, cause I have to wanna heal, yeah
And it's gonna be hard, yeah, the way I feel
But I have to get real",The Script|||Long Gone and Moved On|||51,4,disapproval,disappointment,annoyance,"[{'label': 'disapproval', 'score': 0.40629202127456665}, {'label': 'disappointment', 'score': 0.1577167958021164}, {'label': 'neutral', 'score': 0.12685570120811462}, {'label': 'annoyance', 'score': 0.10561522841453552}, {'label': 'sadness', 'score': 0.06762373447418213}, {'label': 'desire', 'score': 0.051372334361076355}]"
The Script|||Long Gone and Moved On|||51|||5,The Script,Long Gone and Moved On,"I still don’t know how to act, don’t know what to say
Still wear the scars like it was yesterday
But you’re long gone and moved on
But you’re long gone
But I still don’t know where to start, still finding my way
Still talk about you like it was yesterday
But you’re long gone and moved on
But you’re long gone, you moved on",The Script|||Long Gone and Moved On|||51,5,confusion,disappointment,realization,"[{'label': 'confusion', 'score': 0.6423267126083374}, {'label': 'disappointment', 'score': 0.17056435346603394}, {'label': 'neutral', 'score': 0.1378151923418045}, {'label': 'realization', 'score': 0.0909232348203659}, {'label': 'sadness', 'score': 0.07702793180942535}, {'label': 'disapproval', 'score': 0.04855695739388466}]"
The Script|||Long Gone and Moved On|||51|||6,The Script,Long Gone and Moved On,"But you’re long gone, you moved on
Eh eh, oh oh
Eh eh, oh oh
But you’re long gone, you moved on
<\Lyric>```",The Script|||Long Gone and Moved On|||51,6,realization,sadness,approval,"[{'label': 'neutral', 'score': 0.8960320353507996}, {'label': 'realization', 'score': 0.07540509104728699}, {'label': 'sadness', 'score': 0.023200426250696182}, {'label': 'approval', 'score': 0.019872641190886497}, {'label': 'disappointment', 'score': 0.013855618424713612}, {'label': 'annoyance', 'score': 0.00813272874802351}]"
The Script|||Live Like We’re Dying|||52|||0,The Script,Live Like We’re Dying,"```
<Artist name> The Script <\Artist>
<Song title> Live Like We’re Dying <\Song title>
<Lyric> 
Sometimes we fall down and can't get back up
We're hiding behind skin that's too tough
How come we don't say I love you enough
Till it's too late, it's not too late
Our hearts are hungry for a food that won't come
We could make a feast from these crumbs
And we're all staring down the barrel of a gun
So if your life flashed before you
What would you wish you would've done",The Script|||Live Like We’re Dying|||52,0,curiosity,love,disappointment,"[{'label': 'neutral', 'score': 0.24633441865444183}, {'label': 'curiosity', 'score': 0.1734660267829895}, {'label': 'love', 'score': 0.12866051495075226}, {'label': 'disappointment', 'score': 0.10239783674478531}, {'label': 'sadness', 'score': 0.09798380732536316}, {'label': 'desire', 'score': 0.06890833377838135}]"
The Script|||Live Like We’re Dying|||52|||1,The Script,Live Like We’re Dying,"Yeah, gotta start
Lookin' at the hand of the time we've been given here
This is all we got and we gotta start thinkin'
If every second counts on a clock that's tickin'
Gotta live like we're dying",The Script|||Live Like We’re Dying|||52,1,approval,realization,sadness,"[{'label': 'neutral', 'score': 0.8028871417045593}, {'label': 'approval', 'score': 0.1041540876030922}, {'label': 'realization', 'score': 0.03907673805952072}, {'label': 'sadness', 'score': 0.024993881583213806}, {'label': 'disappointment', 'score': 0.017280545085668564}, {'label': 'annoyance', 'score': 0.015450461767613888}]"
The Script|||Live Like We’re Dying|||52|||2,The Script,Live Like We’re Dying,"Yeah, we got 86400 seconds in a day
To turn it all around or throw it all away
We gotta tell 'em that we love 'em
While we got the chance to say
Gotta live like we're dying",The Script|||Live Like We’re Dying|||52,2,love,approval,excitement,"[{'label': 'love', 'score': 0.6674104332923889}, {'label': 'neutral', 'score': 0.3005266487598419}, {'label': 'approval', 'score': 0.1227474957704544}, {'label': 'excitement', 'score': 0.03450268134474754}, {'label': 'joy', 'score': 0.03195715323090553}, {'label': 'desire', 'score': 0.01354895532131195}]"
The Script|||Live Like We’re Dying|||52|||3,The Script,Live Like We’re Dying,"And if your plane fell out of the skies
Who would you call with your last goodbyes
Should be so careful who we let out of our lives
Cause when we long for absolution
There'll be no one on the line",The Script|||Live Like We’re Dying|||52,3,caring,optimism,approval,"[{'label': 'caring', 'score': 0.6432719230651855}, {'label': 'neutral', 'score': 0.4673132300376892}, {'label': 'optimism', 'score': 0.028085127472877502}, {'label': 'approval', 'score': 0.023028165102005005}, {'label': 'annoyance', 'score': 0.017575103789567947}, {'label': 'realization', 'score': 0.01220120582729578}]"
The Script|||Live Like We’re Dying|||52|||4,The Script,Live Like We’re Dying,"Yeah, gotta start
Lookin' at the hand of the time we've been given here
This is all we got and we gotta start thinkin' if
Every second counts on a clock that's tickin'
Gotta live like we're dying",The Script|||Live Like We’re Dying|||52,4,approval,sadness,realization,"[{'label': 'neutral', 'score': 0.7909054160118103}, {'label': 'approval', 'score': 0.08394882082939148}, {'label': 'sadness', 'score': 0.04527614265680313}, {'label': 'realization', 'score': 0.03939860686659813}, {'label': 'disappointment', 'score': 0.022718222811818123}, {'label': 'optimism', 'score': 0.014906243421137333}]"
The Script|||Live Like We’re Dying|||52|||5,The Script,Live Like We’re Dying,"We only got 86400 seconds in a day
To turn it all around or throw it all away
We gotta tell 'em that we love 'em
While we got the chance to say
Gotta live like we're dying",The Script|||Live Like We’re Dying|||52,5,love,approval,desire,"[{'label': 'love', 'score': 0.8325700759887695}, {'label': 'neutral', 'score': 0.29538577795028687}, {'label': 'approval', 'score': 0.0360855758190155}, {'label': 'desire', 'score': 0.024694031104445457}, {'label': 'joy', 'score': 0.018186401575803757}, {'label': 'excitement', 'score': 0.012700026854872704}]"
The Script|||Live Like We’re Dying|||52|||6,The Script,Live Like We’re Dying,"Like we're dying, oh
Like we're dying
Like we're dying, oh
Like we're dying",The Script|||Live Like We’re Dying|||52,6,sadness,fear,nervousness,"[{'label': 'sadness', 'score': 0.551151692867279}, {'label': 'neutral', 'score': 0.2752602696418762}, {'label': 'fear', 'score': 0.05189284682273865}, {'label': 'nervousness', 'score': 0.03624819964170456}, {'label': 'realization', 'score': 0.034472327679395676}, {'label': 'disappointment', 'score': 0.03247029334306717}]"
